date,ticker,news_count,analyst_titles_json,partner_headlines_json,combined_news_text
2018-07-24,NFLX,0,[],[],
2018-07-25,NFLX,3,"[""Social Media, FANG Stocks Taking A Big Hit In After-Hours Trading"", ""Social Stocks Following Facebook Lower After Hours After Its Mixed Q2 Report: Facebook -16.8%, Twitter -5.9%, Snap -3.1%; FANG Stocks Also Lower: Amazon -2.2%, Netflix -2.9%, Alphabet -1%"", ""Facebook Shares Down ~8.5% To $199.35 Following Q2 Earnings Release; Amazon, Netflix Both Fall ~1% In Sympathy""]",[],"Social Media, FANG Stocks Taking A Big Hit In After-Hours Trading | Social Stocks Following Facebook Lower After Hours After Its Mixed Q2 Report: Facebook -16.8%, Twitter -5.9%, Snap -3.1%; FANG Stocks Also Lower: Amazon -2.2%, Netflix -2.9%, Alphabet -1% | Facebook Shares Down ~8.5% To $199.35 Following Q2 Earnings Release; Amazon, Netflix Both Fall ~1% In Sympathy"
2018-07-26,NFLX,1,"[""Nasdaq, Tech Names Might Come Under Pressure Following Facebook's Weak Results""]",[],"Nasdaq, Tech Names Might Come Under Pressure Following Facebook's Weak Results"
2018-07-27,NFLX,4,"[""Which Is The Better Buy: Netflix Or China's Fast-Growing Iqiyi?"", ""Breaking Down Spotify's Q2 Earnings: It's Premium User Growth And Nothing Else, For Now"", ""A Fairy-Tale Ending: Disney, Fox Shareholders Approve Merger"", ""Economic Growth Hits Best Level Since 2014 As Earnings Season Keeps Rolling""]",[],"Which Is The Better Buy: Netflix Or China's Fast-Growing Iqiyi? | Breaking Down Spotify's Q2 Earnings: It's Premium User Growth And Nothing Else, For Now | A Fairy-Tale Ending: Disney, Fox Shareholders Approve Merger | Economic Growth Hits Best Level Since 2014 As Earnings Season Keeps Rolling"
2018-07-30,NFLX,2,"[""CAT Climbs Into Driver's Seat To Start Earnings Parade, With Fed Meeting Ahead"", ""Netlix Shares Down 4.15% Off The Open At ~$340/Share""]",[],"CAT Climbs Into Driver's Seat To Start Earnings Parade, With Fed Meeting Ahead | Netlix Shares Down 4.15% Off The Open At ~$340/Share"
2018-07-31,NFLX,4,"[""Market Appears More Optimistic Following Tech-Led Selloff"", ""Cramer's 'Clear Winners' From Earnings Season So Far"", ""Pro: FAANG Stocks Could Have 30-40% Downside Potential"", ""This De-FAANGed ETF Avoided Facebook's Slump""]",[],Market Appears More Optimistic Following Tech-Led Selloff | Cramer's 'Clear Winners' From Earnings Season So Far | Pro: FAANG Stocks Could Have 30-40% Downside Potential | This De-FAANGed ETF Avoided Facebook's Slump
2018-08-01,NFLX,2,"[""Strong Apple Results Compete With Trade Worries For Investor Sentiment Ahead Of Fed"", ""The 'Shark Tank Of Cannabis' Debuts On Amazon Prime With Millions To Distribute""]",[],Strong Apple Results Compete With Trade Worries For Investor Sentiment Ahead Of Fed | The 'Shark Tank Of Cannabis' Debuts On Amazon Prime With Millions To Distribute
2018-08-02,NFLX,2,"[""Netflix To Pay ~$7.2M To Settle Litigation With Relativity"", ""The iQIYI Growth Story Is Priced In, Goldman Says In Downgrade""]",[],"Netflix To Pay ~$7.2M To Settle Litigation With Relativity | The iQIYI Growth Story Is Priced In, Goldman Says In Downgrade"
2018-08-03,NFLX,1,"[""More Leveraged FANG ETNs Are Here""]",[],More Leveraged FANG ETNs Are Here
2018-08-06,NFLX,1,"[""Should Investors Take Some 'Chips Off The Table' Or Sell Before 'Rolling Bear Market' Begins?""]",[],Should Investors Take Some 'Chips Off The Table' Or Sell Before 'Rolling Bear Market' Begins?
2018-08-07,NFLX,3,"[""The Highs And Lows Of Earnings Season Dominate July's IMX Results"", ""The End Of The FANG Era? Gene Munster Makes The Case"", ""Investor Movement Index July Summary""]",[],The Highs And Lows Of Earnings Season Dominate July's IMX Results | The End Of The FANG Era? Gene Munster Makes The Case | Investor Movement Index July Summary
2018-08-08,NFLX,3,"[""What's Your Brand Promise? Customer Data, Cybersecurity, Compliance, And Trust"", ""Roku Reported Launch Of Free Streaming Service: The Roku Channel For Web"", ""Disney's Quarter Is A Direct-To-Consumer Story, Says RBC Analyst""]",[],"What's Your Brand Promise? Customer Data, Cybersecurity, Compliance, And Trust | Roku Reported Launch Of Free Streaming Service: The Roku Channel For Web | Disney's Quarter Is A Direct-To-Consumer Story, Says RBC Analyst"
2018-08-09,NFLX,0,[],[],
2018-08-10,NFLX,0,[],[],
2018-08-13,NFLX,7,"[""Benzinga Pro's Top 10 Most-Searched Tickers Monday, August 13th"", ""Mark Cuban Talks Musk, Netflix, Amazon And More"", ""No Surprise: FAANG's A Big Deal For Growth Indexes, ETFs"", ""UPDATE: Mark Cuban on CNBC Earlier Mentioned Amazon and Netflix Remain His Largest Holdings"", ""Mark Cuban On CNBC Says He Doesn't Believe Netflix CFO's Departure Is A Significant Negative, Hasn't Sold Any Of His Shares"", ""Longtime Netflix CFO David Wells To Leave Company"", ""Netflix Announces CFO David Wells to Step Down""]",[],"Benzinga Pro's Top 10 Most-Searched Tickers Monday, August 13th | Mark Cuban Talks Musk, Netflix, Amazon And More | No Surprise: FAANG's A Big Deal For Growth Indexes, ETFs | UPDATE: Mark Cuban on CNBC Earlier Mentioned Amazon and Netflix Remain His Largest Holdings | Mark Cuban On CNBC Says He Doesn't Believe Netflix CFO's Departure Is A Significant Negative, Hasn't Sold Any Of His Shares | Longtime Netflix CFO David Wells To Leave Company | Netflix Announces CFO David Wells to Step Down"
2018-08-14,NFLX,3,"[""13F From Soros Fund Shows Exited Stake In Fiat Chrysler, Exited Stake In NVIDIA; Reduced Stake In JP Morgan, Netflix; Raised Stake In Lululemon"", ""Omega Advisors 13F Shows Dissolved 65K Share Stake In Netflix"", ""KeyBanc: CFO's Retirement To Cause 'Minimal Disruption' At Netflix""]",[],"13F From Soros Fund Shows Exited Stake In Fiat Chrysler, Exited Stake In NVIDIA; Reduced Stake In JP Morgan, Netflix; Raised Stake In Lululemon | Omega Advisors 13F Shows Dissolved 65K Share Stake In Netflix | KeyBanc: CFO's Retirement To Cause 'Minimal Disruption' At Netflix"
2018-08-15,NFLX,1,"[""Q2 13F Roundup: How Buffett, Einhorn, Loeb And Others Adjusted Their Portfolio""]",[],"Q2 13F Roundup: How Buffett, Einhorn, Loeb And Others Adjusted Their Portfolio"
2018-08-16,NFLX,1,"[""Netflix's Race Against Time""]",[],Netflix's Race Against Time
2018-08-17,NFLX,0,[],[],
2018-08-20,NFLX,2,"[""'Netflix tests out ads for other shows in between episodes' - CNBC Reports"", ""Benzinga's Bulls & Bears Of The Week: Facebook, Netflix, Twitter, Walmart And More""]",[],"'Netflix tests out ads for other shows in between episodes' - CNBC Reports | Benzinga's Bulls & Bears Of The Week: Facebook, Netflix, Twitter, Walmart And More"
2018-08-21,NFLX,2,"[""William Blair Predicts Netflix Shares Will Hit $660 By 2024"", ""Mike Khouw Sees Unusual Options Activity In Netflix""]",[],William Blair Predicts Netflix Shares Will Hit $660 By 2024 | Mike Khouw Sees Unusual Options Activity In Netflix
2018-08-22,NFLX,4,"[""Verizon: The Dow Powerhouse Few Are Discussing"", ""Cramer: The Bull Run Survived These 10 Challenges"", ""Netflix Vs. Amazon Vs. Nvidia: Picking A Tech Stock For The Long Haul"", ""10 Biggest Price Target Changes For Wednesday""]",[],Verizon: The Dow Powerhouse Few Are Discussing | Cramer: The Bull Run Survived These 10 Challenges | Netflix Vs. Amazon Vs. Nvidia: Picking A Tech Stock For The Long Haul | 10 Biggest Price Target Changes For Wednesday
2018-08-23,NFLX,6,"[""Have You Tried The New Benzinga Pro Chat Beta Yet? We Often Discuss Hot Stocks And The Recent Breaking News Items Over The Last Few Mins.; Check It Out At https://pro.benzinga.com/popout/widget/chat/"", ""Fed On Center Stage As Jackson Hole Meeting Starts, With Powell Speech Friday"", ""UPDATE: Imperial On Netflix Notes 'Apple realizes a 30% fee on the first year of a subscription enacted through the app store, which reverts to 15% in subsequent years.'"", ""UPDATE: Imperial On Netflix: 'In the co.'s quest to expand margins within the int'l. bucket, eliminating the fees it pays to Apple for acting as a \""gatekeeper\"" within the confines of the app store is a top priority.'"", ""UPDATE: Imperial On Netflix Highlights Recent Reports Suggesting Co. Is Experimenting In 33 Countries To Remove Capability For New Subs To Sign Up Via Apple App Store"", ""Imperial Capital Maintains Outperform, $494 Price Target On Netflix; Raises FY18 EPS Estimate 'to account for a slight improvement in int'l. subscribership'""]",[],"Have You Tried The New Benzinga Pro Chat Beta Yet? We Often Discuss Hot Stocks And The Recent Breaking News Items Over The Last Few Mins.; Check It Out At https://pro.benzinga.com/popout/widget/chat/ | Fed On Center Stage As Jackson Hole Meeting Starts, With Powell Speech Friday | UPDATE: Imperial On Netflix Notes 'Apple realizes a 30% fee on the first year of a subscription enacted through the app store, which reverts to 15% in subsequent years.' | UPDATE: Imperial On Netflix: 'In the co.'s quest to expand margins within the int'l. bucket, eliminating the fees it pays to Apple for acting as a ""gatekeeper"" within the confines of the app store is a top priority.' | UPDATE: Imperial On Netflix Highlights Recent Reports Suggesting Co. Is Experimenting In 33 Countries To Remove Capability For New Subs To Sign Up Via Apple App Store | Imperial Capital Maintains Outperform, $494 Price Target On Netflix; Raises FY18 EPS Estimate 'to account for a slight improvement in int'l. subscribership'"
2018-08-24,NFLX,6,"[""Buy Netflix On The Pullback, SunTrust Says"", ""Netflix shares are trading up 3%; Traders circulating word of positive commentary by analyst at M Science."", ""10 Biggest Price Target Changes For Friday"", ""Netflix Shares Appear Unaffected As Traders Circulate Word Of Positive Commentary By Analyst At Data-Driven Research, Analytics Firm, M Science"", ""Benzinga's Top Upgrades, Downgrades For August 24, 2018"", ""SunTrust Robinson Humphrey Upgrades Netflix to Buy, Lowers Price Target to $410""]",[],"Buy Netflix On The Pullback, SunTrust Says | Netflix shares are trading up 3%; Traders circulating word of positive commentary by analyst at M Science. | 10 Biggest Price Target Changes For Friday | Netflix Shares Appear Unaffected As Traders Circulate Word Of Positive Commentary By Analyst At Data-Driven Research, Analytics Firm, M Science | Benzinga's Top Upgrades, Downgrades For August 24, 2018 | SunTrust Robinson Humphrey Upgrades Netflix to Buy, Lowers Price Target to $410"
2018-08-27,NFLX,3,"[""UPDATE: Rachel Whetstone Named Netflix Chief Communications Officer"", ""Facebook Comms Exec Rachel Whetstone Reportedly Leaving To Join Netflix"", ""Benzinga's Bulls & Bears Of The Week: Alibaba, Apple, Nike, Tesla, Verizon And More""]",[],"UPDATE: Rachel Whetstone Named Netflix Chief Communications Officer | Facebook Comms Exec Rachel Whetstone Reportedly Leaving To Join Netflix | Benzinga's Bulls & Bears Of The Week: Alibaba, Apple, Nike, Tesla, Verizon And More"
2018-08-28,NFLX,0,[],[],
2018-08-29,NFLX,0,[],[],
2018-08-30,NFLX,0,[],[],
2018-08-31,NFLX,0,[],[],
2018-09-04,NFLX,0,[],[],
2018-09-05,NFLX,5,"[""Tech Stocks Fall Amid Twitter, Facebook Senate Testimonies"", ""Major tech and social media stocks trading down as executives from Twitter and Facebook testify in front of US Congress; Facebook down 1.7%, Alphabet down 2.4%, Netflix down 4.3%, Snap down 4.6%, Twitter down 5.1%."", ""Infographic: Google Through The Years"", ""A Timely ETF For September"", ""Morgan Stanley Raises Apple's Price Target On Video Optimism""]",[],"Tech Stocks Fall Amid Twitter, Facebook Senate Testimonies | Major tech and social media stocks trading down as executives from Twitter and Facebook testify in front of US Congress; Facebook down 1.7%, Alphabet down 2.4%, Netflix down 4.3%, Snap down 4.6%, Twitter down 5.1%. | Infographic: Google Through The Years | A Timely ETF For September | Morgan Stanley Raises Apple's Price Target On Video Optimism"
2018-09-06,NFLX,6,"[""This Chart Shows Why Netflix Is Primed For A Tumble"", ""Netflix Rises On Upgrade, But Market Cycles Point Lower"", ""Netflix: A Bull-Bear Debate"", ""Clock Ticking On Canada Trade Talks While Sector Rotation Seen"", ""Netflix Shares Up 2% Premarket After RBC Earlier Reiterated Its Outperformd Rating On The Shares and Lifted Its Price Target From $360 to $440"", ""Major tech and social media stocks appear to be modestly rebounding after closing down Wednesday amid Congressional hearings with Facebook and Twitter; Netflix up 2.1%, Snap up 0.4%, Twitter up 0.4%, Facebook up 0.2%, Alphabet up 0.2%.""]",[],"This Chart Shows Why Netflix Is Primed For A Tumble | Netflix Rises On Upgrade, But Market Cycles Point Lower | Netflix: A Bull-Bear Debate | Clock Ticking On Canada Trade Talks While Sector Rotation Seen | Netflix Shares Up 2% Premarket After RBC Earlier Reiterated Its Outperformd Rating On The Shares and Lifted Its Price Target From $360 to $440 | Major tech and social media stocks appear to be modestly rebounding after closing down Wednesday amid Congressional hearings with Facebook and Twitter; Netflix up 2.1%, Snap up 0.4%, Twitter up 0.4%, Facebook up 0.2%, Alphabet up 0.2%."
2018-09-07,NFLX,1,"[""Solid Employment Report, But Tech Selloff Enters Fourth Day""]",[],"Solid Employment Report, But Tech Selloff Enters Fourth Day"
2018-09-10,NFLX,1,"[""EXCLUSIVE: Mark Cuban Short 2 Biotech Stocks""]",[],EXCLUSIVE: Mark Cuban Short 2 Biotech Stocks
2018-09-11,NFLX,0,[],[],
2018-09-12,NFLX,2,"[""The Communication Services Sector Is Almost Here"", ""Market Appears To Be in Wait-and-See Mode Ahead of Apple, Central Bank Events""]",[],"The Communication Services Sector Is Almost Here | Market Appears To Be in Wait-and-See Mode Ahead of Apple, Central Bank Events"
2018-09-13,NFLX,1,"[""Air Of Cautious Optimism To Start Day On Positive China Talk, Easing Price Fears""]",[],"Air Of Cautious Optimism To Start Day On Positive China Talk, Easing Price Fears"
2018-09-14,NFLX,1,"[""Netflix To Report Q3 Earnings Tues., Oct. 16, 2018 After Market Close""]",[],"Netflix To Report Q3 Earnings Tues., Oct. 16, 2018 After Market Close"
2018-09-17,NFLX,4,"[""IMAX In Talks With Streaming Services Such As Netflix To Release Their Movies, Business Insider Reports"", ""SunTrust Continues To See Upside Potential In Netflix's Q3"", ""Trade Winds Keep Blowing, Potentially Putting A Barrier On Rally Chances"", ""Flipkart Considers Stake in Video Streaming Service Hotstar""]",[],"IMAX In Talks With Streaming Services Such As Netflix To Release Their Movies, Business Insider Reports | SunTrust Continues To See Upside Potential In Netflix's Q3 | Trade Winds Keep Blowing, Potentially Putting A Barrier On Rally Chances | Flipkart Considers Stake in Video Streaming Service Hotstar"
2018-09-18,NFLX,1,"[""Mike Khouw Sees Unusual Options Activity In Netflix""]",[],Mike Khouw Sees Unusual Options Activity In Netflix
2018-09-19,NFLX,5,"[""Guggenheim: Netflix Subscriber Penetration Will Outpace Street Expectations"", ""Stock Market Appears To Focus On US-China Tariff News As US, Canada Continue Talks"", ""10 Biggest Price Target Changes For Wednesday"", ""Guggenheim Raises Netflix Price Target From $360 To $420, Firm Says Investments Keep Netflix's Quality Content Creation Unique; Believes Upgrades To User Experience And Consumer Products Development Support Share Appreciation"", ""Netflix Shares Up 1.7% Premarket, Recently Broke Above $372.50 Technical Level; Guggenheim Earlier Raised Price Target On Stock From $360 To $420""]",[],"Guggenheim: Netflix Subscriber Penetration Will Outpace Street Expectations | Stock Market Appears To Focus On US-China Tariff News As US, Canada Continue Talks | 10 Biggest Price Target Changes For Wednesday | Guggenheim Raises Netflix Price Target From $360 To $420, Firm Says Investments Keep Netflix's Quality Content Creation Unique; Believes Upgrades To User Experience And Consumer Products Development Support Share Appreciation | Netflix Shares Up 1.7% Premarket, Recently Broke Above $372.50 Technical Level; Guggenheim Earlier Raised Price Target On Stock From $360 To $420"
2018-09-20,NFLX,1,"[""How AMC Plans To Reanimate 'The Walking Dead' For 10 More Years""]",[],How AMC Plans To Reanimate 'The Walking Dead' For 10 More Years
2018-09-21,NFLX,1,"[""From Facebook To Netflix: The S&P's Big Sector Shakeup, Explained""]",[],"From Facebook To Netflix: The S&P's Big Sector Shakeup, Explained"
2018-09-24,NFLX,2,"[""Infographic: Millennials Give Moviegoing A Boost"", ""Benzinga's Bulls & Bears Of The Week: Amazon, Caterpillar, Costco, Netflix, More""]",[],"Infographic: Millennials Give Moviegoing A Boost | Benzinga's Bulls & Bears Of The Week: Amazon, Caterpillar, Costco, Netflix, More"
2018-09-25,NFLX,2,"[""Nomura's Case For Adding Square To The FANG Trade"", ""Having Some Ups And Downs: Market See-Saw Ride Seen Likely To Continue""]",[],Nomura's Case For Adding Square To The FANG Trade | Having Some Ups And Downs: Market See-Saw Ride Seen Likely To Continue
2018-09-26,NFLX,0,[],[],
2018-09-27,NFLX,0,[],[],
2018-09-28,NFLX,2,"[""As Wall Street Awaits Main Earnings Season, Trade, Tesla Appear To Be In Focus"", ""Netflix Says Its On Track To Exceed Half Billion Dollar Investment In Netflix Canada""]",[],"As Wall Street Awaits Main Earnings Season, Trade, Tesla Appear To Be In Focus | Netflix Says Its On Track To Exceed Half Billion Dollar Investment In Netflix Canada"
2018-10-01,NFLX,4,"[""UPDATE: Amazon Has Reportedly Been In Discussions With At Least Three Major Media Companies To Bring Their Programming To The New Fire TV Service"", ""Amazon Subsidiary, IMBD, Is Expected To Announce A Free, Ad-Supported Video Service For Amazon Fire TV Users This Week"", ""Hearing Netflix Is Developing A Slate Of Specials In Which Viewers Can Choose The Next Storyline In A TV Episode Or Movie; Shares Unaffected"", ""9 Streaming Services With The Best Original Content""]",[],"UPDATE: Amazon Has Reportedly Been In Discussions With At Least Three Major Media Companies To Bring Their Programming To The New Fire TV Service | Amazon Subsidiary, IMBD, Is Expected To Announce A Free, Ad-Supported Video Service For Amazon Fire TV Users This Week | Hearing Netflix Is Developing A Slate Of Specials In Which Viewers Can Choose The Next Storyline In A TV Episode Or Movie; Shares Unaffected | 9 Streaming Services With The Best Original Content"
2018-10-02,NFLX,2,"[""Netflix Who? 3 Media Stocks That Look Like They're Back In Favor"", ""HBO Ends 45-Year Run With Boxing, Says Sport No Longer A Subscription Driver""]",[],"Netflix Who? 3 Media Stocks That Look Like They're Back In Favor | HBO Ends 45-Year Run With Boxing, Says Sport No Longer A Subscription Driver"
2018-10-03,NFLX,1,"[""Netflix To Develop Series And Films Based On 'Chronicles Of Narnia' Franchise""]",[],Netflix To Develop Series And Films Based On 'Chronicles Of Narnia' Franchise
2018-10-04,NFLX,3,"[""Hudson Pacific Properties Leases Hollywood Office Tower to Netflix"", ""'Europe moves forward with content quotas for Netflix and Amazon' -Engadget"", ""How Growth And Value ETFs Look After The Debut Of Communication Services""]",[],Hudson Pacific Properties Leases Hollywood Office Tower to Netflix | 'Europe moves forward with content quotas for Netflix and Amazon' -Engadget | How Growth And Value ETFs Look After The Debut Of Communication Services
2018-10-05,NFLX,2,"[""Altria, CBS, IBM, Netflix: 'Fast Money' Picks For October 5"", ""Todd Gordon's Bearish Netflix Options Trade""]",[],"Altria, CBS, IBM, Netflix: 'Fast Money' Picks For October 5 | Todd Gordon's Bearish Netflix Options Trade"
2018-10-08,NFLX,5,"[""Walmart Is Looking To Enhance Vudu With Metro-Goldwyn-Mayer Deal"", ""'Netflix chooses New Mexico for its new US video production hub' -San Francisco Chronicle Reports"", ""Imperial Capital's Bullish Stance On Netflix Unchanged Ahead Of Q3 Print"", ""3 Reasons To Buy Iqiyi – The 'Netflix Of China' – According To Jefferies"", ""What's Next For FANG Stocks After Recent Weakness?""]",[],Walmart Is Looking To Enhance Vudu With Metro-Goldwyn-Mayer Deal | 'Netflix chooses New Mexico for its new US video production hub' -San Francisco Chronicle Reports | Imperial Capital's Bullish Stance On Netflix Unchanged Ahead Of Q3 Print | 3 Reasons To Buy Iqiyi – The 'Netflix Of China' – According To Jefferies | What's Next For FANG Stocks After Recent Weakness?
2018-10-09,NFLX,2,"[""Is Spotify The New Netflix? Yes And No, Says MKM Partners"", ""Investors Seem To Be Fretting About Rising Yields, Global Economic Growth""]",[],"Is Spotify The New Netflix? Yes And No, Says MKM Partners | Investors Seem To Be Fretting About Rising Yields, Global Economic Growth"
2018-10-10,NFLX,2,"[""Dow Falls 1,300 Points In 48 Hours As Market Rout Continues"", ""On The Rate Watch: Yields Still Driving Action As Inflation Data Roll In""]",[],"Dow Falls 1,300 Points In 48 Hours As Market Rout Continues | On The Rate Watch: Yields Still Driving Action As Inflation Data Roll In"
2018-10-11,NFLX,3,"[""Netflix And Sugar23 Enter Multi-Year Film Deal"", ""After Wednesday Wash-Out, Comeback Might Be In Store As Rates Ease, Data Support"", ""Dan Deming's Options Trade Ahead Of Netflix's Earning""]",[],"Netflix And Sugar23 Enter Multi-Year Film Deal | After Wednesday Wash-Out, Comeback Might Be In Store As Rates Ease, Data Support | Dan Deming's Options Trade Ahead Of Netflix's Earning"
2018-10-12,NFLX,9,"[""Netflix Pops On Citi Upgrade, But Cycles Point The Other Way"", ""41 Stocks Moving In Friday's Mid-Day Session"", ""Shares of tech stocks moving higher as market rebounds from mid-week lows, strength could be related to rotation back into growth names; Netflix up 5.3%, NVIDIA up 5.8%, Salesforce Up 5.1%, PayPal Up 4.4%, Apple up 3.2%, VMWare up 3.0%."", ""Citi's May Says Buy The Dip In Netflix"", ""10 Biggest Price Target Changes For Friday"", ""Benzinga's Top Upgrades, Downgrades For October 12, 2018"", ""Citigroup Upgrades Netflix to Buy"", ""Stifel Nicolaus Maintains Buy on Netflix, Lowers Price Target to $395"", ""Citigroup Upgrades Netflix to Buy from Neutral""]",[],"Netflix Pops On Citi Upgrade, But Cycles Point The Other Way | 41 Stocks Moving In Friday's Mid-Day Session | Shares of tech stocks moving higher as market rebounds from mid-week lows, strength could be related to rotation back into growth names; Netflix up 5.3%, NVIDIA up 5.8%, Salesforce Up 5.1%, PayPal Up 4.4%, Apple up 3.2%, VMWare up 3.0%. | Citi's May Says Buy The Dip In Netflix | 10 Biggest Price Target Changes For Friday | Benzinga's Top Upgrades, Downgrades For October 12, 2018 | Citigroup Upgrades Netflix to Buy | Stifel Nicolaus Maintains Buy on Netflix, Lowers Price Target to $395 | Citigroup Upgrades Netflix to Buy from Neutral"
2018-10-15,NFLX,17,"[""10 Hottest Stocks From October 15, 2018"", ""Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Mon., Oct. 15, 2018"", ""Netflix Earnings Ahead, With Analysts Focused On Subscriber Numbers After Q2 Miss"", ""Goldman Sachs And Morgan Stanley To Report Earnings Tomorrow Amid Wobbly Markets"", ""How Millennials, Baby Boomers Are Reacting To Market Volatility"", ""The Week Ahead: Q3 Earnings Season, Canada Decriminalizes Cannabis"", ""Netflix Q3 Earnings Preview: A Subscriber Numbers Story"", ""Netflix shares are trading down 3.7% after analysts at Goldman Sachs and Raymond James lowered their price targets on the stock."", ""FANG Weakness Drags New Communication Services ETFs"", ""10 Biggest Price Target Changes For Monday"", ""As New Week Begins, Markets Still Seem To Be Playing \""D\"" Amid Host of Earnings"", ""Goldman Sachs Maintains Buy on Netflix, Lowers Price Target to $430"", ""44 Biggest Movers From Yesterday"", ""Raymond James Lowers Netflix Price Target to $400 from $445"", ""Bulls & Bears Of The Week: GE, Netflix, Nike, Twitter And More"", ""Barron's Picks And Pans: Apple, Dell, Netflix, Wells Fargo And More"", ""Midterms And The Stock Market: Potential Winners, Losers From The Coming Election""]",[],"10 Hottest Stocks From October 15, 2018 | Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Mon., Oct. 15, 2018 | Netflix Earnings Ahead, With Analysts Focused On Subscriber Numbers After Q2 Miss | Goldman Sachs And Morgan Stanley To Report Earnings Tomorrow Amid Wobbly Markets | How Millennials, Baby Boomers Are Reacting To Market Volatility | The Week Ahead: Q3 Earnings Season, Canada Decriminalizes Cannabis | Netflix Q3 Earnings Preview: A Subscriber Numbers Story | Netflix shares are trading down 3.7% after analysts at Goldman Sachs and Raymond James lowered their price targets on the stock. | FANG Weakness Drags New Communication Services ETFs | 10 Biggest Price Target Changes For Monday | As New Week Begins, Markets Still Seem To Be Playing ""D"" Amid Host of Earnings | Goldman Sachs Maintains Buy on Netflix, Lowers Price Target to $430 | 44 Biggest Movers From Yesterday | Raymond James Lowers Netflix Price Target to $400 from $445 | Bulls & Bears Of The Week: GE, Netflix, Nike, Twitter And More | Barron's Picks And Pans: Apple, Dell, Netflix, Wells Fargo And More | Midterms And The Stock Market: Potential Winners, Losers From The Coming Election"
2018-10-16,NFLX,21,"[""Netflix shares are up 11.7% following Q3 earnings; The company beat EPS estimates but slightly missed on sales."", ""7 Stocks Moving In Tuesday's After-Hours Session"", ""10 Hottest Stocks From October 16, 2018"", ""Facebook Shares Up 0.8% After Hours Following Netflix Earnings, Subsequent Move Higher In NFLX; Amazon Up 1%, Apple Up 0.4%, Google Shares Unchanged"", ""iQIYI Shares Indicated Up 4% On ~222.5K Shares After Hours Following Favorable Reaction To Netflix's Mixed Q3 Earnings Report"", ""Netflix Soars After Big Q3 Earnings Beat"", ""UPDATE: Netflix Highlights Expected Sequential Decline In Operating Margin Amid 'to the timing of content spend and a higher mix of original films in Q4'18'"", ""Netflix Sees Q4 Operating Margin Falling From 7.5% In Q4'17 To 5%"", ""Netflix Reaffirms FY18 Operating Margin Guidance At Lower End Of 10-11% Range"", ""Netflix Shares Up 13.6% Following Mixed Q3 Earnings Report, Below-Expectation Q4 Guidance"", ""Netflix Sees Q4 Total Streaming Net Additions 9.4M"", ""Netflix Q3 Total Streaming Net Additions 6.96M, US Streaming Net Adds 1.09M, Int'l. Streaming Net Adds 5.87M"", ""Netflix Sees Q4 EPS $0.23 Does Not Compare To $0.51 Est., Sales $4.2B vs $4.23B Est."", ""Netflix Q3 EPS $0.89 Beats $0.68 Estimate, Adj. EBITDA $584.145M, Sales $3.999B Miss $4B Estimate"", ""Netflix Expected To Report Q3 Earnings After The Closing Bell; Co. Historically Issues Its Report Between 4:00 And 4:10 p.m. ET"", ""Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Tues., Oct. 16, 2018"", ""Netflix Option Alert: Fri $365 Calls Sweep (4) near the Ask: 802 @ $5.29 vs 3796 OI; Earnings 10/16 After Close Ref=$338.4788"", ""Bank Earnings To The Rescue? Market Seeing Some Green After Strong Results"", ""12 Stocks To Watch For October 16, 2018"", ""Earnings Scheduled For October 16, 2018""]",[],"Netflix shares are up 11.7% following Q3 earnings; The company beat EPS estimates but slightly missed on sales. | 7 Stocks Moving In Tuesday's After-Hours Session | 10 Hottest Stocks From October 16, 2018 | Facebook Shares Up 0.8% After Hours Following Netflix Earnings, Subsequent Move Higher In NFLX; Amazon Up 1%, Apple Up 0.4%, Google Shares Unchanged | iQIYI Shares Indicated Up 4% On ~222.5K Shares After Hours Following Favorable Reaction To Netflix's Mixed Q3 Earnings Report | Netflix Soars After Big Q3 Earnings Beat | UPDATE: Netflix Highlights Expected Sequential Decline In Operating Margin Amid 'to the timing of content spend and a higher mix of original films in Q4'18' | Netflix Sees Q4 Operating Margin Falling From 7.5% In Q4'17 To 5% | Netflix Reaffirms FY18 Operating Margin Guidance At Lower End Of 10-11% Range | Netflix Shares Up 13.6% Following Mixed Q3 Earnings Report, Below-Expectation Q4 Guidance | Netflix Sees Q4 Total Streaming Net Additions 9.4M | Netflix Q3 Total Streaming Net Additions 6.96M, US Streaming Net Adds 1.09M, Int'l. Streaming Net Adds 5.87M | Netflix Sees Q4 EPS $0.23 Does Not Compare To $0.51 Est., Sales $4.2B vs $4.23B Est. | Netflix Q3 EPS $0.89 Beats $0.68 Estimate, Adj. EBITDA $584.145M, Sales $3.999B Miss $4B Estimate | Netflix Expected To Report Q3 Earnings After The Closing Bell; Co. Historically Issues Its Report Between 4:00 And 4:10 p.m. ET | Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Tues., Oct. 16, 2018 | Netflix Option Alert: Fri $365 Calls Sweep (4) near the Ask: 802 @ $5.29 vs 3796 OI; Earnings 10/16 After Close Ref=$338.4788 | Bank Earnings To The Rescue? Market Seeing Some Green After Strong Results | 12 Stocks To Watch For October 16, 2018 | Earnings Scheduled For October 16, 2018"
